title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
DIBLANC 三合一甜心唇彩抗衰老唇部护理唇彩+润唇膏+唇膏,DIBLANC 甜心唇膏 X1。,2.3,https://cf.shopee.com.my/file/my-11134207-7rasd-m8qelqzk305qb9,http://shopee.com.my/product/67131948/24444243713,Skincare,Lip Treatment,IVCN202606251318,2.66056E+11,https://detail.1688.com/offer/749399039429.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24444243713,88.07,热销品,,Lip Balm
OHANA 胆固醇/粟丘疹籽精华液，含金盏花增效剂，去除胆固醇疣，高保湿,1 单位,1.3,https://cf.shopee.com.my/file/my-11134207-7r98x-lqomsbgajcjie9,http://shopee.com.my/product/412117234/24459376078,Skincare,Facial Serum & Essence,IVCN202606251320,2.40242E+11,,1688三档价格,6月25日,24459376078,7.15,热销品,,
FOCALSKIN 三步黑头去除鼻贴 深层清洁黑头并收缩毛孔 3ml*2,1盒，5套,6.5,https://cf.shopee.vn/file/vn-11134207-81ztc-mp246d51883v8f,http://shopee.vn/product/968434025/24461384796,Skincare,Acne Treatment,IVCN202606251322,2.32492E+11,https://detail.1688.com/offer/902292556587.html?spm=a26352.13672862.offerlist.9.6b1c1e626OdRsy,1688三档价格,6月25日,24461384796,13.77,热销品,,
Round Lab桦树汁保湿洁面乳150毫升，深层清洁并软化肌肤。,Round Lab桦树汁保湿洁面乳150毫升，深层清洁并软化肌肤。,10,https://cf.shopee.vn/file/sg-11134201-81zvn-mmow3hz38avj0f,http://shopee.vn/product/1200966914/24467010948,Skincare,Facial Cleanser,IVCN202606251324,1.7809E+11,https://detail.1688.com/offer/948602154647.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,24467010948,20.24,热销品,,
Koai 婴儿维生素 E 润唇膏，滋润干燥敏感的嘴唇，水果香味，1克（3岁以上）,桃花,8.3,https://cf.shopee.vn/file/vn-11134207-81ztc-moetf27r9cst22,http://shopee.vn/product/1430281665/24495884668,Skincare,Lip Treatment,IVCN202606251326,2.27929E+11,https://detail.1688.com/offer/838397038992.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24495884668,8.3,热销品,,Lip Balm
SKIN1004 马达加斯加积雪草茶 - Trica BHA 泡沫深层清洁洁面乳 125毫升,SKIN1004 马达加斯加积雪草茶 - Trica BHA 泡沫深层清洁洁面乳 125毫升,10,https://cf.shopee.vn/file/sg-11134201-8260t-mlf7ym4u2fbc5a,http://shopee.vn/product/251295945/24544058017,Skincare,Facial Cleanser,IVCN202606251328,2.58185E+11,https://detail.1688.com/offer/972009280054.html?spm=a26352.b28411319.offerlist.6.27921e62DnrPgH,1688三档价格,6月25日,24544058017,27.04,热销品,,
【COSRX官方】AC系列舒缓泡沫洁面乳150ml，含0.5%水杨酸，适合油性、易长痘肌肤的日常祛痘护理,【COSRX官方】AC系列舒缓泡沫洁面乳150ml，含0.5%水杨酸，适合油性、易长痘肌肤的日常祛痘护理,9,https://cf.shopee.ph/file/sg-11134207-7rdyf-lzaa6ccw1bqv07,http://shopee.ph/product/153457585/2457828769,Skincare,Facial Cleanser,IVCN202606251330,42044741083,https://detail.1688.com/offer/889782382254.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,2457828769,15.13,热销品,,
【COSRX官方】BHA 4% 黑头控油精华液 100ml/50ml，BHA 4%，柳树皮水 65%，日常黑头护理，改善毛孔粗大,100毫升,9.5,https://cf.shopee.ph/file/ph-11134201-23030-lmb9wbb8ilov8e,http://shopee.ph/product/153457585/2463266135,Skincare,Acne Treatment,IVCN202606251332,1.70391E+11,https://detail.1688.com/offer/892158444782.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,2463266135,14.26,热销品,,
【COSRX官方】BHA 4% 黑头控油精华液 100ml/50ml，BHA 4%，柳树皮水 65%，日常黑头护理，改善毛孔粗大,50毫升,3.66,https://cf.shopee.ph/file/ph-11134201-23030-0ka6siu8ilov28,http://shopee.ph/product/153457585/2463266135,Skincare,Acne Treatment,IVCN202606251334,1.70391E+11,https://detail.1688.com/offer/860897670949.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,2463266135,14.21,热销品,,
【直播】AHC 紧致/亮肤睡眠面膜/保湿霜 50ml,抗衰老,7.5,https://cf.shopee.vn/file/vn-11134201-7ras8-m3eums0h9ynp74,http://shopee.vn/product/219192749/24636686073,Skincare,Facial Moisturizer,IVCN202606251336,2.4171E+11,https://detail.1688.com/offer/764752569628.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,24636686073,48.04,热销品,,
【COSRX官方】半乳糖酵母菌95%肤色平衡精华液100ml，半乳糖酵母菌发酵滤液95%，提亮肤色，抗衰老，改善皱纹,【COSRX官方】半乳糖酵母菌95%肤色平衡精华液100ml，半乳糖酵母菌发酵滤液95%，提亮肤色，抗衰老，改善皱纹,10,https://cf.shopee.ph/file/sg-11134207-7rdxw-lxw8xrvq9n4871,http://shopee.ph/product/153457585/2463824934,Skincare,Facial Serum & Essence,IVCN202606251338,42044741090,https://detail.1688.com/offer/964373845709.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0bf8ca8917664703909546718e0feb&token=xQZ23Fr1p66EirLvBnxBe6ZOfnLEiAMIPGfH%2BD8fscmQhhyVCKElGM1SHE9EKQir,1688三档价格,6月25日,2463824934,20.79,热销品,,
【COSRX官方】高级蜗牛92多效面霜 100ml，蜗牛分泌物滤液92%，抗衰老滋养，改善皱纹，轻盈不黏腻保湿霜，100ml罐装，100g软管装，50g软管装,100克管装,8.5,https://cf.shopee.ph/file/ph-11134207-7qukw-li01tglpnaav7e,http://shopee.ph/product/153457585/2463825082,Skincare,Facial Moisturizer,IVCN202606251340,1.37086E+11,https://detail.1688.com/offer/892158444782.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,2463825082,27.08,热销品,,
【COSRX官方】高级蜗牛92多效面霜 100ml，蜗牛分泌物滤液92%，抗衰老滋养，改善皱纹，轻盈不黏腻保湿霜，100ml罐装，100g软管装，50g软管装,50克装,3,https://cf.shopee.ph/file/ph-11134207-7qul9-li01tglpoovbbd,http://shopee.ph/product/153457585/2463825082,Skincare,Facial Moisturizer,IVCN202606251342,1.37086E+11,https://detail.1688.com/offer/884628781607.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,2463825082,10.83,热销品,,
【赠送1支元真安瓶】组合装10片元真水润亮肤维生素注入面膜，提亮美白肌肤【B1】【EF】,10 金色效果,5,https://cf.shopee.vn/file/vn-11134207-7r98o-luztvwdtnfo29e,http://shopee.vn/product/206937155/24656733944,Skincare,Face Mask & Packs,IVCN202606251344,2.22768E+11,https://detail.1688.com/offer/723708104283.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i7&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24656733944,18.05,热销品,,
李奥博士抗痘精华液 10ml，双层功效，24小时内减少痘痘，有效舒缓痘痘肌肤,祛痘精华液（10毫升）,2.4,https://cf.shopee.vn/file/cn-11134207-820l4-mndr3yqalblv35,http://shopee.vn/product/1190839949/24674515304,Skincare,Acne Treatment,IVCN202606251346,2.50645E+11,https://detail.1688.com/offer/969664682808.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i6&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24674515304,9.16,热销品,,
Originote Cica-B5舒缓保湿霜 - 舒缓敏感及受刺激肌肤,三合一保湿霜,14.53,https://cf.shopee.ph/file/ph-11134207-81ztm-mf6ypgncbxu396,http://shopee.ph/product/852962309/24697249504,Skincare,Facial Moisturizer,IVCN202606251348,3.068E+11,https://detail.1688.com/offer/914608598131.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i5&source=action%23offerItem%3Borigin%23shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24697249504,14.53,热销品,,
SKINTIFIC 12%AHA BHA PHA LHA 强效焕肤精华液 muka 美白精华 淡化黑斑 祛痘疤,精华液+防晒霜,14.8,https://cf.shopee.com.my/file/my-11134207-7rasm-m8vvj9uobtutc1,http://shopee.com.my/product/1430310740/24741414984,Skincare,Facial Serum & Essence,IVCN202606251350,2.06015E+11,https://detail.1688.com/offer/931637513350.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0 https://detail.1688.com/offer/921780410979.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24741414984,50.93,热销品,,
[LIVE] Son d??ng Romand Glasting Melting Balm,#06 所以菲格,5.8,https://cf.shopee.vn/file/vn-11134201-7ra0g-m8ogwd4qlidga5,http://shopee.vn/product/590427230/24838539221,Skincare,Lip Treatment,IVCN202606251352,2.37045E+11,https://detail.1688.com/offer/932649969045.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0&tracelog=cps&clickid=4690565feb05174ea3590c2ab51b8354&targetUrl=https%3A%2F%2Fs.click.1688.com%2Ft%3Fe%3DA6FEAF87A2FCFBDD05C1BD6ABB449CE46147FC88EA630CBAC31FEFBD3966EDE4DF88C915D5486E33D1003E749B3EAAA5861098A75E16F4D226600F2847DABD1A5F0FFA4FF39BCCC320D4625E68D0D47AF6FEC9241CC79F982F2298161E9E1CDC37762BA86E8C36A7A15AC8151A12233C8366EC9DC99FFEBEB615EC79C8F904FA7EEF6D6099BA67CE089F770C23C101B78FF02BA3CA021DFC472F72E197F1A53FA303DA8E19EEC29D522F70D2969F60DDBD8A4DE49F45D045003CC899E83CB33FEADC37BFA508DF3B9975FB28859C21C41D591B48AD70EFBA1C168DDDC7F9EB079D9BBA5F6D53BAF7252A134B0109F9CA%26cbu_cps_trace_flag%3Dwrite,1688三档价格,6月25日,24838539221,15.35,热销品,,Lip Balm
SADOER 水杨酸洁面乳 控油祛痘 氨基酸 温和护肤 100克,200克-2件,3.79,https://cf.shopee.ph/file/cn-11134207-820l4-mmu18yw0d7nma0,http://shopee.ph/product/946513195/24924136196,Skincare,Facial Cleanser,IVCN202606251356,99648275763,https://detail.1688.com/offer/878204468717.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24924136196,3.79,热销品,,
SADOER 水杨酸洁面乳 控油祛痘 氨基酸 温和护肤 100克,200克-2件,3.79,https://cf.shopee.ph/file/cn-11134207-820l4-mmu18yw0d7nma0,http://shopee.ph/product/946513195/24924136196,Skincare,Facial Cleanser,IVCN202606251356,99648275763,https://detail.1688.com/offer/878204468717.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24924136196,3.79,热销品,,
[ Torriden Live ] Serum DIVE IN 玻尿酸精华液，50ml，精华液,50毫升,11,https://cf.shopee.vn/file/sg-11134207-823q4-mohsrhcwbt3iab,http://shopee.vn/product/436346871/24934371097,Skincare,Facial Serum & Essence,IVCN202606251358,1.78342E+11,https://detail.1688.com/offer/967742301028.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价格,6月25日,24934371097,14.07,热销品,,
【medicube官方】胶原蛋白啫喱霜（50ml/110ml）| 烟酰胺 | 保湿 | 弹性 | 亮泽 | 弹性,110毫升,8,https://cf.shopee.com.my/file/my-11134207-7rasl-mc1mwzdmnefd53,http://shopee.com.my/product/564298235/24971340091,Skincare,Facial Moisturizer,IVCN202606251360,2.52789E+11,https://detail.1688.com/offer/863633054400.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,24971340091,19.71,热销品,,
The Ordinary 0.2% 视黄醇乳液 15毫升 | 针对衰老迹象，高浓度视黄醇,15毫升,14.25,https://cf.shopee.com.my/file/my-11134207-7rasd-mam5c6uowsnfbd,http://shopee.com.my/product/1044240069/24980290412,Skincare,Facial Serum & Essence,IVCN202606251362,1.88048E+11,https://detail.1688.com/offer/975689587629.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,24980290412,47.13,热销品,,
【促销套装 - 买一送一】Bio-essence Bio-Bright Hydra Glow Gel Cleanser (80g) x2,默认,27.23,https://cf.shopee.com.my/file/my-11134207-7rash-m31m697oac9u96,http://shopee.com.my/product/193290472/24987838612,Skincare,Facial Cleanser,IVCN202606251364,79831222436,https://detail.1688.com/offer/990884347239.html?lang=zh&kjSource=pc&fromkv=refer:HVHFESCLLBNFUSCFLFCFCT2CKVDU2MSEJ5GVEVCIIZIFOWJUINGE2VRULBHTGM2TJVJEUV2LLFGFGTKOKVDDMTKKLBDVSM2UJ5HFEV2HKE2EIU2PJJIUOUSQLBLTOSKN&bizType=saasTool&customerId=alipriceLP,1688三档价格,6月25日,24987838612,27.23,热销品,,
Round Lab桦树汁保湿霜80毫升，滋润肌肤，改善肌肤弹性。,Round Lab桦树汁保湿霜80毫升，滋润肌肤，改善肌肤弹性。,12.82,https://cf.shopee.vn/file/sg-11134201-81zvm-mmow31yf2tcf6e,http://shopee.vn/product/1200966914/25017012659,Skincare,Facial Moisturizer,IVCN202606251366,2.07349E+11,https://detail.1688.com/offer/948602154647.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,25017012659,12.82,热销品,,
ACTIDEM 白色 粉色 蓝色 皮肤/敏感/净化凝胶洁面乳 30/150/200ml - 来自 Hao,油性肌肤适用 200毫升,9,https://cf.shopee.vn/file/vn-11134207-81ztc-mmss89072whs4a,http://shopee.vn/product/210104545/25102494033,Skincare,Facial Cleanser,IVCN202606251368,2.65395E+11,https://detail.1688.com/offer/986599352058.html?spm=a26352.13672862.bottom-list.9.3ffd1e62xOxq8S&cosite=-&tracelog=p4p&_p_isad=1&clickid=636a5ab9957e4de6afa66cbcb7abf57e&sessionid=3a9a3812c3541471d7d2deb13349ffbf,1688三档价格,6月25日,25102494033,13.88,热销品,,
理肤泉 Mela B3 微剥脱凝胶洁面乳 (200ml),理肤泉 Mela B3 微剥脱凝胶洁面乳 (200ml),10,https://cf.shopee.com.my/file/sg-11134201-823p2-mp4vovyll69u3e,http://shopee.com.my/product/216926703/25124347341,Skincare,Facial Cleanser,IVCN202606251370,2.45641E+11,https://detail.1688.com/offer/971719628753.html?fromkv=cbuPcPlugin%3AimageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982&version=default,1688三档价格,6月25日,25124347341,22.78,热销品,,
Novocare Freeskin 祛痘洁面泡沫深层清洁，帮助减少痤疮和皮脂，舒缓肌肤而不干燥，120毫升。,Novocare Freeskin 祛痘洁面泡沫深层清洁，帮助减少痤疮和皮脂，舒缓肌肤而不干燥，120毫升。,3.6,https://cf.shopee.vn/file/vn-11134207-820l4-mfm23sxcp0qwb2,http://shopee.vn/product/602001013/25126808031,Skincare,Facial Cleanser,IVCN202606251372,1.38925E+11,https://detail.1688.com/offer/839826037955.html?spm=a26352.13672862.offerlist.106.477a1e627ydEE5,1688三档价格,6月25日,25126808031,8.9,热销品,,
Hada Labo 祛痘舒缓凝胶霜 50g - 适用于易长痘痘和敏感肌肤的保湿凝胶。,Hada Labo 祛痘舒缓凝胶霜 50g - 适用于易长痘痘和敏感肌肤的保湿凝胶。,16.5,https://cf.shopee.vn/file/vn-11134207-7r98o-lrqwbxyfqnk49e,http://shopee.vn/product/95753434/25163554372,Skincare,Acne Treatment,IVCN202606251374,88873399447,https://detail.1688.com/offer/730712482468.html?spm=a26352.13672862.offerlist.91.29d41e62f9E7MN&offerId=730712482468&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=b8dda0baeacc49f2b14cfafd2fd52e4a&skuId=5085840497459&forcePC=1762410677161,1688三档价格,6月25日,25163554372,19.64,热销品,,
最受欢迎！| DAZZLE ME 祛痘修护润色乳 | 12小时控油润色乳,N06 中等杏仁,10.62,https://cf.shopee.ph/file/ph-11134207-820lb-mof7iphnvpxca1,http://shopee.ph/product/790179174/25182233389,Skincare,Acne Treatment,IVCN202606251376,2.5102E+11,https://detail.1688.com/offer/864985268751.html?,1688三档价格,6月25日,25182233389,10.62,热销品,,
最受欢迎！| DAZZLE ME 祛痘修护润色乳 | 12小时控油润色乳,W01 浅象牙色,11.66,https://cf.shopee.ph/file/ph-11134207-820le-mof7ib9hr6rw0f,http://shopee.ph/product/790179174/25182233389,Skincare,Acne Treatment,IVCN202606251378,2.5102E+11,https://detail.1688.com/offer/864985268751.html?,1688三档价格,6月25日,25182233389,11.66,热销品,,
BREYLEE 睫毛增长精华液（蓖麻油配方），全新睫毛增长液，令睫毛更长更浓密，适用于睫毛嫁接、化妆、眼部护理和护肤，3毫升,1个,8.5,https://cf.shopee.ph/file/cn-11134207-7ras8-ma2fxgyqj4t96e,http://shopee.ph/product/165037525/2521669741,Skincare,Eye Treatment,IVCN202606251380,1.47451E+11,https://detail.1688.com/offer/729126983884.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,2521669741,8.5,热销品,,Eyebrow & Eyelash Serum
PAPA FEEL 抗衰老紧致肌肤套装 5D 胜肽眼霜+3倍视黄醇精华 改善黑眼圈和暗沉肤色 | 胶原蛋白修复 | 抗皱,淡化细纹套装,19.17,https://cf.shopee.ph/file/cn-11134207-820l4-mn5p5xhoxc7c93,http://shopee.ph/product/935977593/25254455601,Skincare,Eye Treatment,IVCN202606251382,1.68006E+11,https://detail.1688.com/offer/918323032958.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,25254455601,19.17,热销品,,Eye Cream
NEOGEN 高 R 外泌体乳霜 40ml,NEOGEN 高 R 外泌体乳霜 40ml,2.2,https://cf.shopee.com.br/file/sg-11134207-7rdx1-m0crmc1cyidgc2,http://shopee.com.br/product/920292999/25286222567,Skincare,Facial Moisturizer,IVCN202606251384,1.5747E+11,,1688三档价格,6月25日,25286222567,32.25,热销品,,
NEOGEN 高 R 外泌体乳霜 40ml,NEOGEN 高 R 外泌体乳霜 40ml,2.2,https://cf.shopee.com.br/file/sg-11134207-7rdx1-m0crmc1cyidgc2,http://shopee.com.br/product/920292999/25286222567,Skincare,Facial Moisturizer,IVCN202606251384,1.5747E+11,,1688三档价格,6月25日,25286222567,32.25,热销品,,
SKIN1004 马达加斯加积雪草面部精华安瓶 55ml、100ml,55毫升,4.4,https://cf.shopee.com.br/file/sg-11134207-7rcdg-lsgox48mn8os5f,http://shopee.com.br/product/920292999/25316598909,Skincare,Facial Serum & Essence,IVCN202606251388,2.04943E+11,https://detail.1688.com/offer/890820867093.html?kj_agent_plugin=aliprice&fromkv=xytTrace%3A0,1688三档价格,6月25日,25316598909,27.83,热销品,,
珀莱雅Proya Optical Bottle Brightening Serum Whitening Dark Spot Radiance Hydrating Moisturizing Essence 30ml 光学瓶,30毫升,168.8,https://cf.shopee.com.my/file/sg-11134201-820ng-mnz37qqpleyo7b,http://shopee.com.my/product/482532596/25333310941,Skincare,Facial Serum & Essence,IVCN202606251390,2.41172E+11,"https://detail.1688.com/offer/845369095117.html?spm=a26352.b28411319/2508.0.0
 https://detail.1688.com/offer/858586384255.html?spm=a26352.b28411319/2508.0.0",1688三档价格,6月25日,25333310941,168.8,热销品,,
Venature 补骨脂酚视黄醇精华液，原装抗衰老美白保湿霜，面部适用，30毫升,购买1瓶30毫升精华液,3.8,https://cf.shopee.ph/file/ph-11134207-7r98s-lvgwu99mk5lb8d,http://shopee.ph/product/805125146/25376027609,Skincare,Facial Serum & Essence,IVCN202606251392,1.97518E+11,https://detail.1688.com/offer/838131716723.html?spm=a26352.b28411319.offerlist.48.51d91e62ZS7Toh,1688三档价格,6月25日,25376027609,3.8,热销品,,
ELFORMULA 强效 CeraHydro 保湿凝胶 神经酰胺 皮肤屏障修复 保湿面部护肤 日夜霜 50毫升,??最便宜！50毫升*1,9.8,https://cf.shopee.com.my/file/my-11134207-7rasb-mckitym590yde1,http://shopee.com.my/product/754257990/25401366899,Skincare,Facial Moisturizer,IVCN202606251394,2.53322E+11,https://detail.1688.com/offer/982645387978.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价格,6月25日,25401366899,14.43,热销品,,
ELFORMULA 强效 CeraHydro 保湿凝胶 神经酰胺 皮肤屏障修复 保湿面部护肤 日夜霜 50毫升,保湿霜 50ml*2??,13.6,https://cf.shopee.com.my/file/my-11134207-820l7-mowoo9qs1ouae4,http://shopee.com.my/product/754257990/25401366899,Skincare,Facial Moisturizer,IVCN202606251396,2.53322E+11,https://detail.1688.com/offer/858872535738.html?spm=a26352.13672862.offerlist.83.28d31e620MepE1&offerId=858872535738&sortType=&pageId=&abBizDataType=cbuOffer&trace_log=normal&uuid=a10f8d93da6e4865934c02f4ce7fa058&skuId=5839446882287&forcePC=1767779586828,1688三档价格,6月25日,25401366899,39.74,热销品,,
